id;listing_id;date;reviewer_id;comments;score
30;3;2022-06-01;62;My boyfriend and I stayed in Germana and Andreas's studio for two nights. We received great directions to the apartment and were greeted by Andreas on arrival-he kindly let us use his iron! They were lovely hosts - extremely welcoming. The apartment is perfectly situated in Trastevere, which is quite busy and bustling at night. Thankfully it was perfectly sound proofed! It was clean and spacious and close to all the sights. We would thoroughly recommend this place to anyone visiting Rome.;7
31;3;2022-06-03;63;"The perfect place to stay for a week-end in Rome. Being Italian, I am aware that many accommodations in Rome could reserve bad surprises, but the ""Suite in Rome"" turned out to be a really good one! It is a nice and modern loft, the location is very good, it is in the heart of Trastevere, a few steps away from the bus stop and only 10-15 minutes walking from the most touristic places. Clean, sunny, nicely insulated from the noises of the street, it is provided with everything you need for a short stay in Rome. The bed, a japanese style futon, was incredibly comfortable, the space is not huge but very well organized, we couldn't ask for more! I would give a 10 out of 10 to Germana and his husband and their place, I totally loved it! ";10
32;3;2022-06-05;64;The reservation was canceled 27 days before arrival. This is an automated posting.;8
33;3;2022-06-15;65;The location is great for experiencing rome by foot. You can reach every major attraction within  2,5km. If you're not that good by foot, there are plenty of busses and trams near by. The appartment looks exactly like it does in the pictures;10
34;3;2022-06-18;66;A wonderful appartment on a great location. Just around the corner are some nice restaurants and the major sites (Vatican, Colloseum, Pantheon, Campo dei Fiori, etc.) are approx 30 minutes walking away. Which is a nice way to see Rome. Alternatively, a tram to piazza Venezia stops just around the corner. The appartment is cosey, and makes really good use of the space availabe. Any drawbacks to this appartment? Not really. Just a nice place to stay for a great time in Rome.;10
35;3;2022-06-22;67;Everything was great. Great location, friendly hosts and a great apartment. thank you;9
36;3;2022-07-20;68;Great apartment in a perfect location in Trastervere. Germana was so helpful and book reservations at a restaurant we wanted to go to. Thanks!!!!;10
37;4;2022-07-30;69;Rocco è stato gentilissimo a rispondere rapidamente a tutte le nostre domande. L'appartamento è situato in pieno centro, a pochi minuti dai trasporti e dotato di tutti i confort, dagli asciugamani al frigorifero pieno per la colazione. Consigliato!<br/><br/>Rocco est un super hôte! Il a répondu rapidement à toutes nos questions par mail. Il nous a accueuilli très gentillement. L'appartament est équipé de tout le confort des serviettes de bain au petit-déjeuner<br/>L'appartement est très bien situé, au centre de Rome, à proximité des transports en commun. En un mot, super !;10
38;4;2022-08-07;70;Rocco was helpful and made the check-in process very easy. The apartment is very clean and well maintained, but can get a little noisy outside at night. Great place to stay on our last night in Roma, within walking distance to the train!;10
39;4;2022-08-08;71;L'appartement est très bien situé rt Rocco a été super gentil et avenant! Très bon hôte!;10
40;4;2022-08-10;72;We stayed at Rocco's place our last night in Italy. The location near the train station was very convenient for access to the airport. We had some lovely pizza around the corner, and I wish we'd had more time to explore the Monti neighborhood and nearby Santa Maria Maggiore. <br/><br/>Rocco was extremely accommodating, waiting for us when our train from Venice ran late. ;10
41;4;2022-08-12;73;Rocco was a very nice host. He was even flexible with the check-out time after I slept in accidentally. The location is also a key factor. It's a 10-min walk from the station and the Colosseum is also really close.;10
42;4;2022-08-13;74;Cozy place. Loved the interior and design. Very clean and loved the breakfast and fully stocked fridge!;10
43;4;2022-08-15;75;Rocco was fantastic, we arrived early in the morning and he was so kind enough to let us check in earlier. The place is so central and walking distance to most points of interest, in particular the coleseum. The apartment was clean and a variety of things for the breakfast and snacks. Very generous. Rocco replied to all msgs quickly and was very helpful. Thanks again Rocco, I will definitely stay here again. ;10
44;4;2022-08-19;76;Rocco was a perfect host, really responsive and helpful. The apartment was clean and well located (10 min away from Termini station). I recommend this place !;7
45;4;2022-08-22;77;Rocco was so nice and accommodating! The apartment was very clean and in a great location. Not far from the main train station at all (10 minute walk). He provided us with information we may have needed during our stay, as well as a map of the area. There were snacks and breakfast readily available upon our arrival. Definitely would recommend to anyone wanting to stay in the heart of Rome!;8
46;4;2022-08-24;78;Very tidy and great location! ;10
47;4;2022-09-03;79;Rocco was a wonderful host! Everything we could have needed was provided (including a small breakfast). The apartment was very clean and easy to get to from the train station.;9
48;4;2022-09-17;80;Super séjour à Rome chez Rocco, c'est un hôte très accueillant et prévenant qui a tout fait pour que nous passions un bon séjour chez lui. Le logement est très agréable : tout ce qu'il faut (serviettes, petit dej, savons, micro-onde, plan, indications diverses pour les transports, pharmacie, supermarché..), bien situé dans Rome (10min du Colisée à pied,  15 min du centre historique, proche de la gare). Seul petit bémol, quartier un peu bruyant si on n'est pas habitué à la ville. Mais cela reste une très bonne expérience que je vous recommande !;10
49;4;2022-09-22;81;Appart. Super whel equip, good localisation and very clean. Thank you!;10
50;4;2022-09-26;82;Perfect expérience, perfect location, clean and quiet place im thé middle of Monti.;10
51;5;2022-10-03;83;Patrizio amazing host. The apartment was awesome. Located perfectly. I would definitely stay there again.;10
52;5;2022-10-07;84;Very good location! Nice place to stay 1 or 2 days. The deco of the house is so pretty! ;10
53;5;2022-10-09;85; Patrizio's place is absolutely perfect. We stayed 2 nights and the apartment is incredibly spacious for two people and the balcony overlooking the streets of Rome were an added bonus (even though it is an extremely busy/loud street.) Plus the bed is super comfy!<br/><br/>This is a great spot to stay when exploring Rome and I would highly recommend booking this place for your next trip!;7
54;5;2022-10-18;86;Patrizio was very responsive and helpful! The location was great and the cafe merulana around the corner had delicious lasagna and food. We stayed here with 4 of us girls total and it was wonderful;9
55;5;2022-10-18;87;Muy buena ubicación, a 400 metros del Metro, confortable y cómodo. Patrizio se comportó muy amablemente y estuvo siempre dispuesto a colaborar con nosotros;10
56;5;2022-10-24;88;Patrizio is helpful and friendly. Suite is not far from the main landsmarks;8
57;5;2022-10-25;89;The place is close to everything! You can walk, take the bus or metro. Plus it has an excellent view. The place is very clean, has nice furniture and the kitchen has everything to cook. I went with my family, I have three small kids and it was perfect. Also the host patricio was in time to give me the keys and very friendly. I definitely recommend it!!!;10
58;5;2022-10-27;90;Terrific location. Lovely apartment. Wonderfully soft and comfy bed. Patrizio was such a lovely young man and couldn't have been more courteous and helpful. Try the 'Irish' pub around the corner, had a melt in the mouth steak ....  No more than 25 / 30 Euro by taxi to the main attractions. Bus stop is right outside the front door. Buses can be a problem though as they don't have any stop announcements so you are left guessing or annoying people for help, found it a bit stressful in busy crowds. You are right in the hub of central traffic so there is a lot of street noise but fairly quiet inside the apartment, just a constant hum and occasional siren that can't be avoided... Part of the city ambience. The building is very old and impressive and you have your own balcony which is great and has a terrific outlook. Great little shops for coffee and such on either side of the front door.  Patrizio was able to collect me from the airport and take me to the accommodation for a fee about 15 euro less than the taxi, which was a great relief after a long day travelling.;10
59;5;2022-10-28;91;Patrizo welcomed us upon arrival. The location of the apartment was very central. The apartment was exactly as pictured in the ad. ;10
60;5;2022-10-29;92;Great place! Host was super helpful and friendly! Definitely recommend. ;10
61;5;2022-11-04;93;Ciao , I had an amanzing experience in your house ! Thank you ! <br/>Ciao Ciao;7
62;5;2022-11-11;94;Patrizio was an amazing host! This was my wife and selfs first trip in Europe and I couldn't have found a better place to stay or host. The flat is very centrally located, very close walking distance to Coliseum and metro. I was surprised how easy taking the metro was and it took you right to the high speed trains to tour the rest of Italy. The balcony was amazing and great views, the bed was also super comfortable.  Allot of amazing cafe and restaurants walking distance. I highly recommend. Thanks for an amazing stay Patrizio!!! ;10
63;5;2022-11-14;95;Patrizio is an amazing host with a very unique place to stay !;10
64;5;2022-11-19;96;Staying with Patrizio was amazing. He is a fantastic host with great recommendations  and the place is incredible. Would definitely recommend and stay again. ;9
65;5;2022-11-27;97;Comfortable flat. Close to the Coliseum (about 7 minutes) and the city center. Great host!;10
66;5;2022-11-29;98;Same as my last review!;10
67;6;2022-09-23;99;What a place! This is a large, bright, and clean apartment, newly remodeled, and in the middle of Trastevere (not on a noisy street). The attention to detail was pretty astonishing: Wi-Fi with tablet, flat screen with cable, water in the fridge, etc. Lorenzo is also very nice and accommodating: he kindly helped us order a taxi for the morning late a night. I'd definitely return. Do not hesitate on this place. It's just great, easy, and convenient.;8
68;6;2022-09-24;100;The apartment was very nice and clean, and the staff was really helpful and waited for us over an half of an hour when we were late to check in. Overall I would highly recommend. They even offered a iPad for our use.;10
69;6;2022-09-29;101;We couldn't have wished for a better place to stay in Rome. The location was just perfect, a walking distance to all the sights, yet away from the tourist crowds.  This area of Trastevere was very local and quiet and at the same time just steps away from all the action and very central to Rome's best sightseeing. The apartment was spacious, clean and bright with so many hotel-like details, slippers, toiletries, hair-dryer, nespresso, etc. The apartment is on the 3rd floor with great  window views into the Rome's intimate side streets. Wifi worked fine, the shower was perfectly hot all the time, and a large bed was extremely comfortable to sleep on after long days of sightseeing.  Lorenzo was a phenomenal host, he showed us the things we need to know in the neighborhood and walked us to the store to get a SIM cards for our phones. He was fantastic, and we don't want to stay anywhere else when we are in Rome next time.;7
70;6;2022-10-02;102;Love the area.. LOVED the apartment. It had absolutely everything you could want. The location is fantastic. Lorenzo was an absolute professional. We are already planning our next trip and will definitely stay there again :);10
71;6;2022-10-03;103;Lorenzo met us downstairs, carried up our bags, explained everything and made recommendations for eating etc.  The apartment far exceeded our expectations in terms of cleanliness, homeliness and spaciousness.  The sheets were snow white and crisp, the towels were soft and lovely.  I can't speak highly enough of this wonderful apartment and I'm very sorry it won't be available when we return to Rome in a couple of weeks.  I have no hesitation in recommending it to anyone.  Fantastic value.;9
72;7;2022-02-09;104;Wonderful location! Quiet apartment that’s Walking distance to many great restaurants.;10
73;7;2022-02-17;105;La casa è piccolina, ma accogliente.<br/>Posizione davvero strategica, vicina a tanti bei locali, è stato facile raggiungere tutti gi incantevoli posti di Roma.<br/>Estremamente gentili e disponibili;9
74;7;2022-02-21;106;Great location in a quiet part of Rome. It was as described - 2 floors, a ground floor and the upstairs which hosted the bedroom and bathroom. Our host was communicative and met us at check in. Would definitely stay here again.;10
75;7;2022-02-24;107;Great location, apartment is perfect for a city break. Small but comfortable and has everything you need!;10
76;7;2022-02-27;108;Idéalement situé, parfait pour un weekend en amoureux;10
77;7;2022-03-02;109;The location was great. So many options for eating. A mile to walk to the Colosseum and Vatican City. A good place to sleep. If you are planning on staying in for some nights it’s a little small for that. Very clean spot.;8
78;7;2022-03-10;110;We enjoyed our stay at the apartment. The location in trestevere is fantastic, and the room was perfect for a brief stay in Rome.;10
79;7;2022-03-13;111;Amazing place & host!;7
80;7;2022-03-21;112;wow great little find,perfect location, great Cafe,bar amd amazing restaurant round the corner from here. never done air bnb before amd marina made it so easy, leaving our bags,check in everything. great bar Pimms Carmel restaurant 👌 amust;10
81;7;2022-03-24;113;It was a great location and we enjoyed our time in the city.;10
82;7;2022-03-28;114;Location is awesome and at a walking distance from many sightseeing points and great restaurants. The place is cozy and clean. Recommended!;9
83;7;2022-04-09;115;Very professional, kind & very easy to communicate with. Gave a great pizza restaurant recommendation. We actually ate there 3 times because it was so good, and absolutely the best & most quiet location, especially since it was in Trastevere, and had very easy access with direct access from the street with a bus stops, news stand, and grocery within a few steps from the apartment. Also, was given directions to a pharmacy within a 4 min walk away to get Covid tested before returning back to the US, so very convenient.<br/><br/>I highly recommend staying at this great Rome apartment.;10
84;7;2022-04-11;116;Great location in a lively neighborhood. Had all the essentials. Host was great with communication and helped me when I had questions.;8
85;7;2022-04-15;117;Escalier très abrupte;10
86;7;2022-04-20;118;Faultless apartment in brilliant location. Great communication throughout from the host. Highly recommended.;10
87;7;2022-04-23;119;Marina’s apartment was in a fantastic location in Trastevere - surrounded by plenty of restaurant choices and only a short walk to ruins and other sites. Though in a lively neighborhood, the apartment was quiet and we were not disrupted at night. The apartment is 2 floors - ground and narrow stairs up to ‘first’ floor - with the TV room and kitchenette down below and bedroom/bathroom above. The shower is a stall in the bedroom, a bit narrow and only a few minutes of hot water so plan accordingly with whomever else may want to use it. The bed was large and comfortable. The hosts were very accommodating with our arrival and departure, and arranged a car to take us to the airport. Perfect for a short stay - we stayed there for 3 nights. The disposable slippers are also a nice touch :);7
88;7;2022-05-03;120;Die Wohnung ist mitten im schönen Trastevere ..super zentral und doch sehr ruhig nachts zum Schlafen! Man ist überall bei jeder Sehenswürdigkeit sehr schnell zu Fuß! Die Wohnung war sehr sauber! Die Kommunikation mit Gianni war immer perfekt und sehr schnell und haben jede Unterstützung erhalten und der Taxiservice zum Flughafen ist prima!<br/>Vielen Dank 🙏🏻 und jederzeit gerne wieder;10
89;8;2022-01-06;121;The location of the place is very strategic with very worth it price. Giordano is also very helpful within our stay and with the information regarding the city of Rome.;10
90;8;2022-01-07;122;This place was very spacious and clean, and it was in an amazing location. If we ever return to Rome, we would love to stay here again!;9
91;8;2022-01-08;123;A spacious place and great value in an awesome location. Giordano was a great host. Highly recommended.;10
92;8;2022-01-11;124;Wonderful location. Such a great neighborhood. So much to do everywhere, and very easy to get around. Very spacious studio and great kitchen.;10
93;8;2022-01-13;125;Giodano's place was just as advertised. Right in the center of Ancient Rome!!!! The apartment itself is very spacious and I love the shower. The check in/out process was very smooth and I love the ceilings. This is a great stay for anyone considering getting the Ancient Rome experience.;10
94;8;2022-01-19;126;Firstly let me say that the apartment is quite nice, however there is black mould in the bathroom and a bar in the street downstairs. The overflow for the bar at night is outside , underneath the apartment. It was so loud I ended up calling the police at 1am after repeatedly asking the crowd to keep the noise down. <br/><br/>The bar does takeaway drinks and has rented the space outside the building next door where the apartments are located so it’s unavoidable that the problem will continue. <br/><br/>This was a Monday night so I’d hate to be there on a weekend. <br/><br/>There is also major construction going on next door which is very loud and starts at 6am. <br/><br/>All in all we got about 3 hrs sleep, yelled at a few drunks downstairs to quite down and cancelled the booking. <br/><br/>The host was good  enough to refund for the booking after arguing the point a bit. I had messaged at 12pm , 1am and 3am, to let him know what was going on. He has three rentals here but did not respond later in the night. With the noise from the bar area  downstairs underneath the apartment it’s not suitable for sleeping unless you have earplugs. <br/><br/>We moved the next morning and the process messed up an entire day if our holiday in Rome. Lost our bookings for the day and generally left a bad impression of the integrity of the host. <br/><br/>Not impressed.;10
95;8;2022-01-22;127;Posizione fantastica, self check rapidissimo e ultradiscreto (ferma restando la massima disponibilità dell’host a richiesta..) e ottimo rapporto qualità/prezzo! Ci torneremo!👍;7
96;8;2022-01-24;128;The location of this AirBnB is fantastic and Giordano was a great host. The space is functional and perfect for two people. We would absolutely stay here again!;9
97;8;2022-01-29;129;A pretty apartment in such a great neighborhood, we really enjoyed our stay next to many different cafes and restaurants in the old town, and with colosseum right around the corner. The apartment where nicely prepared for us and easy to check in and come & go throughout the stay. Giordano is a fantastic host always available and very helpfull. Will definitely recommend for others who want to experience the beautiful city as well.;10
98;8;2022-02-01;130;We loved our stay in Rome. This apartment was the perfect location. Right by the colosseum, and yummy restaurants all around!<br/>The bed was really comfortable, and the whole room was cozy but also spacious and comfortable!;8
99;8;2022-02-04;131;Absolutely fantastic flat in the centre of Rome, spacious, clean and warm. Giordano is a wonderful host, would definitely recommend staying there.;10
100;8;2022-02-06;132;Un appartement très bien placé !<br/>Très jolie décoration et très fonctionnel.;10
101;8;2022-02-09;133;Great place to stay, perfect location, just a few minutes from the main touristic places, good host.;8
102;8;2022-02-12;134;Be aware this is an apartment in the city and cities have noise.  It was quite loud until 22:00 but after that quieted down nicely.;10
103;8;2022-02-16;135;Die Wohnung ist super schön, groß und ein bequemes Bett. <br/>Und vor allem mitten drin in der City.;7
104;8;2022-02-17;136;Perfect position in Monti;9
105;9;2021-05-08;137;Davvero tutto perfetto: appartamento e zona molto belli, a due passi dal Colosseo. Rocco è super disponibile e gentile, non posso fare altro che consigliarlo!!;9
106;9;2021-05-11;138;Beautiful studio and thank you for all;10
107;9;2021-05-14;139;Fantastic location, quiet building, and attentively run by Rocco.<br/>The only thing missing was windows! However, if you spend all day outside in beautiful Rome, you’ll hardly notice.;10
108;9;2021-05-17;140;Rocco davvero supergentilissimo e sopratutto sempre disponibile..<br/>L'appartamento si trova in una zona comodissima, a 8 minuti circa a piedi dal Colosseo :)<br/>Davvero consigliato!;10
109;9;2021-05-21;141;bello mono locale confortevole tranquillo;10
110;9;2021-05-26;142;L'appartement est parfait pour un couple qui souhaite seulement y dormir : bien placé (15min du Colisée), Rocco est un hôte disponible et attentionné (tout ce qu'il fallait pour nos petit-dejeuners était à disposition). Cependant il faut quand même noté qu'il n'y a pas de fenêtre dans le logement qui est très humide (deshumidificateur sur place) et bruyant (porte de l'immeuble qui claque, voisin qu'on entend comme s'ils étaient avec nous). <br/>Pour autant ce n'était pas dérangeant comme nous n'y sommes resté que 3 nuits et nous y dormions uniquement. <br/>Je recommande le rapport qualité/prix;8
111;9;2021-06-04;143;모든 것이 다 완벽했던 숙소입니다!<br/>위치가 특히 너무 좋았고, 숙소에 없을 게 없었어서 너무 편했어요 1층이라 무거운 캐리어 있어도 문제 없었구요. 주방은 없어요! 전자레인지랑 커피머신은 쓸 수 있습니당 호스트가 이것저것 간식을 많이 챙겨주는 덕분에 주방 따로 필요 없었어요:) 추천합니다!<br/>Thanks Rocco!;10
112;10;2021-01-31;144;Una casa elegante, pulita e accogliente con una vista mozzafiato! Ve lo consiglio vivamente!;10
113;10;2021-02-09;145;Casa molto confortevole, vista bellissima, consigliato;10
114;10;2021-02-16;146;Vista incredibile, appartamento molto spazioso, luminoso e con una vista incredibile.<br/><br/>Avevo anche dimenticato una camicia e l’host è stato gentilissimo e tempestivo nella comunicazione <br/><br/>Consiglio assolutamente;7
115;10;2021-02-21;147;Casa molto carina, check in da remoto che ti permette di arrivare quando vuoi, mancava la carta igienica in bagno. Tutto sommato un’esperienza positiva, location molto suggestiva!;9
116;10;2021-03-08;148;La vista del Cupolone illuminato la notte ripaga del prezzo della casa .... quanto sei bella Roma !!!;8
117;10;2021-03-09;149;Consigliatissimo. Molto pulito, curato, host disponibile e molta privacy. Ottimo servizio.;10
118;10;2021-03-18;150;Appartamento elegante con vista magnifica, spazioso e curato nei dettagli. Consigliato;10
119;10;2021-03-22;151;La casa è bellissima con la vista meravigliosa!;10
120;11;2021-03-03;152;Vania è gentilissima, anche se mai incontrata. La casa è in un posto silenzioso e ben collegato. Peccato che sia un semi-interrato. Per breve tempo è un buon compromesso;10
121;11;2021-03-09;153;Ottimo posto dove soggiornare, rapporto qualità/prezzo buono. Peccato per la camera che non si riscalda al massimo non avendo la porta e la finestra non si chiude;10
122;11;2021-03-12;154;"Host very Ok (after I got to the apartment I understood why she is so kind and prompt) the interest of the host was to rent that apartment, not to be improved.  I was very disappointed by what I found ... the apartment is under the floor with a very ugly iron door that you can hardly close (you break your hands), a sofa in the ""living room"" that was disgusting to sit in the kitchen  everything was glued, in the bathroom the walls were peeled and the window does not close, in the bedroom the window does not close, the handle is broken and you stay with it cracked, the bedroom door is replaced by a white curtain.  !!!!  there are no radiators !!!!  just small radiators that once the room temperature is off are similar to the outside.  I'm not talking about the bed anymore, awful!  Lingerie with a smell of status!  It was still awful !!!!  I do not recommend to anyone!";10
123;11;2021-03-18;155;Alloggio sito al piano interrato, dalle foto sembra carino, ma quando entri la sensazione è un'altre, spazi bui e umidi, riscaldamento con stufette elettriche di fortuna, luce del bagno non funzionante, tamponata con lampada al fondo del bagno. Non c'è ne microonde ne forno elettrico, solo piastre ad induzione. Porte esterne rivestite con nylon, pavimento della cucina sfondato. Ho speso poco, ma allo stesso prezzo ho avuto esperienza sicuramente migliori. Host comunque gentile.;7
124;11;2021-03-20;156;L’ambiente é confortevole e pulito. Molto pulito. La casa è accogliente e ben organizzata. La proprietaria, Vania è come sempre gentile e disponibile. La zona è strategica, è super centrale e ben collegata anche a piedi. Sono venuto a Roma per lavoro ovviamente, ma con tutte queste restrizioni, potersi permettere di essere vicini a tante zone d’interesse è una nota più che positiva. Questo è il mio rifugio romano.;9
125;11;2021-03-21;157;Casa pulita e accogliente. collocata in una zona centralissima ma tranquilla . Ho soggiornato per motivi di lavoro come spesso mi capita a Roma e tornerò in questa casa sicuramente . Che dire poi di vania ? Semplicemente meravigliosa;10
126;11;2021-05-30;158;Appartamento adorabile, posizione centrale e host impeccabile e gentilissima. Se avete bisogno di un alloggio a Roma, vi consiglio caldamente di soggiornare da Vania, non ve ne pentirete!;10
127;11;2021-06-06;159;Vania è una ottima host, ha accolto tutte le mie richieste in modo positivo e ha offerto una location comoda e confortevole.;10
128;12;2022-04-18;160;Un appartement confortable en fond de cour (donc plutôt calme pour sa position géographique : à proximité de la fontaine de Trevi).<br/>Super emplacement pour rayonner vers les quartiers historiques;10
129;12;2022-04-19;161;Great little Airbnb, perfect for a small group. Incredibly well located. Hosts were amazing and went above and beyond to accommodate our needs to drop off our luggage. We loved the character and the cleanliness of the place. Can’t wait to come back again!;7
130;12;2022-04-22;162;Nous avons passé un super séjour à Rome dans l’appartement de Giorgio. Il nous avait communiqué toutes les informations au départ pour faciliter notre arrivée ( emplacement du parking, plan etc…). L’appartement est idéalement situé à quelques mètres de la fontaine de Trevi et à proximité de nombreux centres d’intérêts . Nous reviendrons avec plaisir .;10
131;12;2022-04-26;163;The apartment is very comfortable and clean and the location is great;8
132;12;2022-04-29;164;We enjoyed our stay - the place was in a good location only a 2min walk to the Trevi fountain and in a walkable distance to lots of other attractions. Very clean place and helpful communication dealing with early check-in. It was good find for our 3night stay :);10
133;12;2022-05-02;165;Giorgio’s place was clean and welcoming, nothing was too much trouble and communication was brilliant! We were met and shown to our apartment as Giorgio said we would be, he arranged our Taxi to and from the airport for us and gave us tips on trips and restaurants! Location was fabulous and so quiet considering how close you are to the Trevi Fountain! I would highly recommend it and would stay there again if I’m ever in Rome again - Thank you Giorgio! Xxx;10
134;12;2022-05-04;166;Location was very convenient to popular destinations. It was easy to check in and check out. The apartment was very spacious.;10
135;12;2022-05-05;167;Exceptional stay. Will come back.;9
136;12;2022-05-08;168;Giorgio’s place is amazing, only a few steps from the Trevi fountain. It was nice being able to get up a bit early (or late in the evening) and visit the fountain without the crowds. The apartment is centrally located so its a short walk to most tourist spots in Rome. Giorgio was a great guest and made sure we had everything we needed. I would stay here again if I’m ever back in Rome.;10
